id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
943,F,1.3375,1.05,0.3375,20.28406725,7.98038425,4.35164825,5.953395,14.0
944,M,1.7,1.325,0.425,43.6865795,22.0275615,9.015141,11.3398,11.0
945,I,1.3875,1.05,0.325,21.8007655,9.25611175,4.9044635,6.463686,10.0
946,F,1.3125,1.0125,0.4,21.41804725,9.07184,4.422522,7.2291225,9.0
947,F,1.55,1.225,0.4,32.16250775,13.60776,7.654365,8.6465975,11.0
948,F,1.4125,1.1,0.425,24.9192105,9.07184,6.2652395,7.93786,12.0
949,I,1.1125,0.9,0.2875,13.56523575,5.96756975,2.45223175,3.5436875,7.0
950,M,1.6625,1.3125,0.3875,43.0628905,20.68096025,10.8578585,11.3398,11.0
951,F,1.0375,0.825,0.275,8.46232575,3.7137845,1.74349425,2.6932025,8.0
952,M,1.775,1.4125,0.5,51.29842025,26.0531905,11.60912025,13.60776,12.0
953,F,1.55,1.2,0.45,36.35823375,12.37455675,8.15048125,10.77281,17.0
954,M,1.4625,1.1875,0.375,28.76056775,12.23280925,7.07320025,8.0796075,9.0
955,F,1.4875,1.175,0.4625,31.808139,10.41844125,6.406987,10.64523725,13.0
956,F,1.45,1.0875,0.3875,27.499015,10.47514025,4.819415,9.922325,13.0
957,M,1.4875,1.15,0.3875,27.5273645,12.68640125,5.79747275,8.6465975,9.0
958,M,1.3125,1.0375,0.3125,19.901349,9.48290775,3.6570855,4.9611625,8.0
959,M,1.5375,1.225,0.425,30.4190135,13.59358525,6.78970525,8.50485,10.0
960,I,1.0375,0.8125,0.275,9.752228,4.66349275,2.11203775,2.83495,7.0
961,F,1.4875,1.2625,0.475,38.215126,11.09882925,6.747181,14.3164975,17.0
962,M,1.4375,1.125,0.4125,29.21415975,12.6155275,6.27941425,8.06543275,12.0
963,F,1.625,1.3125,0.4375,35.13920525,14.04717725,6.010094,11.7650425,16.0
964,M,1.575,1.225,0.5,44.61803225,15.8473705,6.64795775,13.324265,21.0
965,I,1.6125,1.2625,0.3875,38.96638775,18.200379,9.39785925,10.0640725,13.0
966,M,1.5625,1.2,0.4125,32.375129,14.7133905,7.04485075,8.6465975,9.0
967,F,1.525,1.2,0.425,25.95396725,11.07047975,6.7755305,6.9456275,12.0
968,F,1.2625,0.95,0.3125,16.31513725,6.9456275,3.7137845,4.649318,14.0
969,M,1.5375,1.2375,0.3875,32.16250775,12.54465375,6.19436575,9.922325,19.0
970,M,1.525,1.175,0.35,29.44095575,13.9763035,6.22271525,8.80251975,9.0
971,I,1.05,0.7625,0.2,8.8166945,3.44446425,1.77184375,2.5798045,6.0
972,M,1.575,1.2125,0.4375,35.62114675,13.5227115,7.78193775,9.79475225,14.0
973,F,1.5,1.2,0.4125,29.937072,12.6155275,6.67630725,8.788345,11.0
974,F,1.3125,1.05,0.35,19.1359125,9.87980075,4.26659975,5.9817445,9.0
975,M,1.7125,1.35,0.5125,42.807745,18.6256215,9.2135875,11.4815475,11.0
976,F,1.5625,1.2,0.5125,44.9906565,18.824068,7.89533575,13.60776,14.0
977,F,1.2125,0.975,0.325,20.36911575,7.10154975,3.98310475,6.3786375,15.0
978,F,1.5125,1.175,0.475,40.1145425,14.5999925,10.7444605,10.61688775,18.0
979,M,1.4125,1.0625,0.3625,24.777463,11.1413535,5.8683465,7.0590255,10.0
980,M,1.475,1.15,0.4125,39.745999,16.896302,7.64019025,10.9145575,14.0
981,I,0.9125,0.6875,0.225,6.39281225,2.721552,1.14815475,2.4097075,7.0
982,I,1.5125,1.1875,0.375,29.9087225,10.16329575,7.10154975,9.63883,13.0
983,F,1.8,1.3125,0.4375,42.2124055,18.6256215,10.67358675,12.190285,12.0
984,F,1.1,0.8125,0.2625,10.886208,5.10291,2.05533875,3.118445,8.0
985,I,0.575,0.4,0.1,1.31825175,0.5386405,0.4252425,0.4252425,4.0
986,M,1.3,1.0,0.35,17.2081465,7.3992195,4.0539785,4.9611625,10.0
987,F,1.25,0.975,0.325,16.839603,6.747181,3.61456125,4.9611625,13.0
988,M,1.5,1.1125,0.4,27.499015,11.60912025,6.78970525,7.7961125,9.0
989,F,1.4875,1.15,0.4375,32.772022,14.75591475,6.13766675,9.128539,14.0
990,F,1.55,1.275,0.4375,33.52328375,11.75086775,8.60407325,9.7805775,14.0
991,F,1.2125,0.9125,0.3,14.67086625,6.27941425,2.96252275,3.96893,8.0
992,I,0.925,0.6875,0.2125,6.10931725,2.721552,1.5025235,1.984465,6.0
993,M,1.3875,1.075,0.375,24.720764,12.3320325,4.5075705,5.386405,7.0
994,M,1.3875,1.1125,0.3625,24.323871,9.87980075,5.5848515,7.824462,12.0
995,M,1.4875,1.1875,0.35,24.1821235,11.94931425,5.556502,6.50621025,9.0
996,M,1.3625,1.0625,0.3375,19.66037825,8.66077225,4.72019175,5.6699,13.0
997,M,1.4875,1.1625,0.3625,26.52095725,13.6928085,4.91863825,7.1724235,10.0
998,M,1.375,1.0625,0.35,16.91047675,10.70193625,3.6570855,5.953395,9.0
999,I,1.2,0.8875,0.3125,13.8062065,5.54232725,3.345241,3.572037,7.0
